"Horario","Contagem"
"1725977145","33"
"1725777045","220"
"1725733245","68"
"1726662345","29"
"1726272646","184"
"1726759245","28"
"1726473945","87"
"1726047345","40"
"1725884445","56"
"1727060745","130"
"1727271645","22"
"1726790745","100"
"1726646445","38"
"1727010645","107"
"1726294845","357"
"1726530045","68"
"1726418745","62"
"1726568445","26"
"1727242846","62"
"1727060446","126"
"1726506345","34"
"1725752745","118"
"1725837945","176"
"1726245945","46"
"1725691845","347"
"1726050645","36"
"1725784845","186"
"1727180445","35"
"1725736550","69"
"1726629945","53"
"1726459845","108"
"1726466145","107"
"1726080345","46"
"1726672845","30"
"1727163045","52"
"1726314045","120"
"1727065245","143"
"1726730745","76"
"1726817145","113"
"1726145745","34"
"1727093445","67"
"1726950945","120"
"1726155645","31"
"1726196145","139"
"1727125245","68"
"1726056645","37"
"1725864345","108"
"1727271945","22"
"1725955845","74"
"1726054545","37"
"1726973215","185"
"1726113345","109"
"1727184945","35"
"1726381845","191"
"1726542645","56"
"1726758646","28"
"1726660245","29"
"1726586145","27"
"1726269645","151"
"1725743145","93"
"1726919145","150"
"1726272945","184"
"1727002845","155"
"1726661745","29"
"1727260546","34"
"1726200345","146"
"1726974345","199"
"1726301745","295"
"1725892545","45"
"1726668645","28"
"1725928245","109"
"1726390545","154"
"1726777846","56"
"1725840045","204"
"1726208445","133"
"1726152345","33"
"1726632645","56"
"1727195745","38"
"1726377045","188"
"1725817245","75"
"1726573545","25"
"1726432545","96"
"1727216746","72"
"1725753945","125"
"1727200545","37"
"1725713746","124"
"1727211345","63"
"1726396245","127"
"1727123446","67"
"1726069245","32"
"1725705345","174"
"1726879246","166"
"1726703445","110"
"1726329346","58"
"1726471545","92"
"1726648545","38"
"1726603246","39"
"1726457145","102"
"1727163945","51"
"1726259145","78"
"1726563945","42"
"1726102545","102"
"1727208045","52"
"1726107945","118"
"1726975545","207"
"1726825845","57"
"1727082945","104"
"1726802445","127"
"1726706445","110"
"1727000145","186"
"1726983945","275"
"1725744346","103"
"1726734645","55"
"1726040745","54"
"1725679545","350"
"1725708645","161"
"1727190345","37"
"1725763845","187"
"1726589445","27"
"1725690345","361"
"1725833146","161"
"1726080645","46"
"1726766445","28"
"1726363245","119"
"1726182945","83"
"1726233945","51"
"1726218645","102"
"1726513245","42"
"1726225845","70"
"1725876645","77"
"1725786645","164"
"1725740145","85"
"1725750045","119"
"1726839645","40"
"1726255545","61"
"1726984845","272"
"1726517746","50"
"1725878145","67"
"1726719345","122"
"1726041045","54"
"1725759949","163"
"1726031745","64"
"1726363845","119"
"1727145346","75"
"1725896745","48"
"1725978945","32"
"1726747549","35"
"1726136745","40"
"1726855545","48"
"1726395045","136"
"1726300245","316"
"1725826245","113"
"1727263545","31"
"1727021745","76"
"1727239545","67"
"1725926445","111"
"1725737745","74"
"1727222445","70"
"1725674745","236"
"1727222145","67"
"1726634149","50"
"1726285245","358"
"1726332645","60"
"1726190145","108"
"1726336245","68"
"1726600545","35"
"1726316445","112"
"1726030545","68"
"1725917445","75"
"1727083545","102"
"1725891945","45"
"1725756045","141"
"1726513545","42"
"1726459245","110"
"1725701445","214"
"1726514145","43"
"1726266045","127"
"1726740345","41"
"1726697445","82"
"1726599045","32"
"1725949245","92"
"1725693945","314"
"1726928145","113"
"1726113945","106"
"1726666245","29"
"1726988145","279"
"1727151345","62"
"1725666046","136"
"1727222745","70"
"1726077346","42"
"1726451145","107"
"1726216545","112"
"1726379745","190"
"1725999945","45"
"1725697245","257"
"1726967446","156"
"1727250045","49"
"1726209646","127"
"1726432249","95"
"1727082345","111"
"1727102145","56"
"1725969045","42"
"1726286445","372"
"1726719945","118"
"1725748245","114"
"1726579545","24"
"1726433745","103"
"1727274045","21"
"1725940845","94"
"1726009845","75"
"1725933645","93"
"1725838245","181"
"1726088745","81"
"1726743045","41"
"1727046045","170"
"1726311649","140"
"1726679445","32"
"1725704745","177"
"1726839046","40"
"1725737449","69"
"1725754246","125"
"1727061945","134"
"1727083846","104"
"1726866345","82"
"1726300845","309"
"1726911345","222"
"1726327845","62"
"1726877745","148"
"1727239846","66"
"1725708345","157"
"1727174746","39"
"1726423245","65"
"1726062345","32"
"1727228145","77"
"1726076150","40"
"1726904446","316"
"1726323946","78"
"1726870245","97"
"1727091045","72"
"1726734045","55"
"1726453545","97"
"1726189850","105"
"1726701945","105"
"1726749045","33"
"1725970845","39"
"1726170645","44"
"1726860045","57"
"1727194245","38"
"1727235946","69"
"1727128246","81"
"1726130145","50"
"1726950045","117"
"1726500345","41"
"1726340445","78"
"1726709446","103"
"1725777645","214"
"1726971045","177"
"1727020245","75"
"1725816045","70"
"1726516546","46"
"1726871445","101"
"1726945545","108"
"1726793145","105"
"1726289445","389"
"1726202745","161"
"1726978545","230"
"1727245845","58"
"1726347945","75"
"1726537545","59"
"1727050845","178"
"1727109045","44"
"1725888345","50"
"1725905145","46"
"1726445745","140"
"1726987846","282"
"1726001449","47"
"1725894646","44"
"1725874545","80"
"1725820845","90"
"1726588846","27"
"1726448445","119"
"1725695145","294"
"1726812945","128"
"1725907245","48"
"1726969245","167"
"1727022645","75"
"1726708545","106"
"1727077545","133"
"1727139645","89"
"1726941946","91"
"1726620045","56"
"1727219745","69"
"1726083645","56"
"1725669945","170"
"1727209245","57"
"1727125845","72"
"1726356045","101"
"1726746045","37"
"1725925845","113"
"1725741345","85"
"1726869945","93"
"1725842745","201"
"1726238445","47"
"1725913246","65"
"1727127945","79"
"1726545645","54"
"1725813945","70"
"1726722050","120"
"1725731445","63"
"1726358745","112"
"1726592145","30"
"1725727245","62"
"1727199645","37"
"1726086945","72"
"1727262045","33"
"1726420545","63"
"1727067945","153"
"1725804045","81"
"1726431645","89"
"1727022945","75"
"1726322745","83"
"1726371345","179"
"1725797745","103"
"1725715245","113"
"1726870845","99"
"1726429845","81"
"1725973845","35"
"1726800645","119"
"1727123145","66"
"1727144745","76"
"1726761345","27"
"1725810045","72"
"1725672345","206"
"1726082145","51"
"1726334145","61"
"1726449645","121"
"1726380046","188"
"1726357845","108"
"1726308946","174"
"1726555245","59"
"1727262345","33"
"1725811545","66"
"1726648245","38"
"1725681045","366"
"1726681245","34"
"1725668445","154"
"1726134045","43"
"1726262145","96"
"1726035645","58"
"1726501545","36"
"1726017945","75"
"1726452646","99"
"1726836045","41"
"1726754445","27"
"1726461645","102"
"1726402245","102"
"1727262645","31"
"1725986745","31"
"1726023345","70"
"1727110845","46"
"1725938445","92"
"1726846249","38"
"1726299345","321"
"1726191645","115"
"1725765645","200"
"1726151145","33"
"1727141445","79"
"1725904245","47"
"1726459545","110"
"1726047945","38"
"1726017345","79"
"1725983445","28"
"1726802145","122"
"1726820745","87"
"1725801345","83"
"1726383045","195"
"1726059650","33"
"1726503046","34"
"1726480545","62"
"1726707346","108"
"1726090545","77"
"1726938945","93"
"1727036746","105"
"1725883545","57"
"1726587345","28"
"1725708945","160"
"1725845445","214"
"1726810545","131"
"1727081746","113"
"1726260645","85"
"1725873045","97"
"1726881045","181"
"1725673245","217"
"1727253045","40"
"1725838845","193"
"1726342545","83"
"1725741045","85"
"1725815445","72"
"1726445446","141"
"1726314945","115"
"1725874846","81"
"1726773345","43"
"1726231545","57"
"1726810845","132"
"1726383645","190"
"1726891845","376"
"1726581345","24"
"1725772545","206"
"1726155345","32"
"1726529445","67"
"1727068245","153"
"1726539346","59"
"1726502745","34"
"1726296945","338"
"1726335345","63"
"1726103745","102"
"1726016746","76"
"1727261745","33"
"1727247645","56"
"1727250349","48"
"1726101945","102"
"1725771645","213"
"1726689945","48"
"1726029048","71"
"1726403745","92"
"1726957245","130"
"1726153245","33"
"1726178445","61"
"1727103045","57"
"1726629045","53"
"1725747345","112"
"1726233045","55"
"1725693346","331"
"1725938745","93"
"1725868245","102"
"1725662445","115"
"1726803345","127"
"1726541745","54"
"1726532445","67"
"1727161545","49"
"1726025445","65"
"1725729945","61"
"1727253645","39"
"1726274446","197"
"1726437646","136"
"1726508445","37"
"1726998945","197"
"1726899045","379"
"1726847145","38"
"1726303845","264"
"1726472445","91"
"1725891345","45"
"1726282845","336"
"1726169445","44"
"1727268645","24"
"1726830345","47"
"1727024145","75"
"1725866145","109"
"1726854645","45"
"1725700849","215"
"1726927845","113"
"1727070345","160"
"1726636845","46"
"1726145445","34"
"1725995145","33"
"1727160945","49"
"1726623045","55"
"1726693545","65"
"1726995045","229"
"1726842645","40"
"1726871146","98"
"1726403445","94"
"1725979245","31"
"1726955745","138"
"1725751545","122"
"1726395645","134"
"1725675645","247"
"1726079145","42"
"1726027545","70"
"1726141845","36"
"1726273846","195"
"1727269546","24"
"1726877145","145"
"1725777345","218"
"1726437050","134"
"1726913446","207"
"1725903345","47"
"1726132845","44"
"1726345550","75"
"1726798546","118"
"1726283745","355"
"1726562745","47"
"1726053646","39"
"1726952445","128"
"1726293045","370"
"1726492245","45"
"1726388448","161"
"1726249245","44"
"1726222245","89"
"1726001749","48"
"1725894045","46"
"1725891645","45"
"1726416945","57"
"1726494345","45"
"1726733745","55"
"1726974945","203"
"1726265445","122"
"1725840645","204"
"1726221645","90"
"1726872346","104"
"1726428645","68"
"1726220445","92"
"1726101345","111"
"1726230645","58"
"1725939946","94"
"1726434646","115"
"1727248545","52"
"1726303245","276"
"1726657845","30"
"1726625145","51"
"1725993645","31"
"1726766145","28"
"1726546845","55"
"1726585845","26"
"1725903645","46"
"1726018846","71"
"1726383945","187"
"1727218545","73"
"1727138145","88"
"1726413945","57"
"1726196745","144"
"1726789549","99"
"1725814245","70"
"1725933045","96"
"1726862745","72"
"1727209846","59"
"1726239645","44"
"1726623645","53"
"1725678045","313"
"1726242945","46"
"1726993845","243"
"1726241445","43"
"1726440645","148"
"1726401346","103"
"1726143645","36"
"1727064945","140"
"1725688545","364"
"1726002645","56"
"1725865545","109"
"1726938045","91"
"1725748545","117"
"1726037145","56"
"1726229145","66"
"1727266545","27"
"1726054245","37"
"1725971745","38"
"1726909545","240"
"1726679145","30"
"1725995448","33"
"1727085945","94"
"1726185045","86"
"1726243545","47"
"1725815745","71"
"1725875445","81"
"1726851045","41"
"1725944145","96"
"1726566945","28"
"1726254945","59"
"1726008046","78"
"1727124045","68"
"1726214745","127"
"1726168845","42"
"1726316745","105"
"1727025645","77"
"1726832745","44"
"1727039746","131"
"1726774845","46"
"1727205946","48"
"1726486545","46"
"1727162745","52"
"1726266345","127"
"1727038545","123"
"1726849845","40"
"1726759845","29"
"1725770445","212"
"1726859145","52"
"1725843945","203"
"1726106145","113"
"1726460445","107"
"1725765945","197"
"1726961745","133"
"1727090145","75"
"1726163145","37"
"1726484145","48"
"1726065945","33"
"1726199445","145"
"1725783645","184"
"1725867045","103"
"1726068345","32"
"1726773946","46"
"1727116545","53"
"1726838145","39"
"1727059245","134"
"1725954045","81"
"1726078246","40"
"1726882245","189"
"1726048545","38"
"1726865745","78"
"1727135145","85"
"1727220045","69"
"1726666545","29"
"1726220745","92"
"1726435845","122"
"1725784545","183"
"1726476045","79"
"1726866645","83"
"1726500945","37"
"1727206245","49"
"1726477245","77"
"1726108245","117"
"1725907845","47"
"1727056245","155"
"1726369545","166"
"1727188845","35"
"1725742545","92"
"1726821945","86"
"1726777545","53"
"1726491345","47"
"1726131345","48"
"1726520745","60"
"1726299045","323"
"1726134945","42"
"1726250445","46"
"1725930345","88"
"1726060545","33"
"1726291245","389"
"1726846545","38"
"1726671345","30"
"1726986945","281"
"1726072545","37"
"1726819846","97"
"1727077845","131"
"1726996845","218"
"1725750345","120"
"1725884745","56"
"1725844245","204"
"1726322445","83"
"1725920145","100"
"1725809745","72"
"1726283145","348"
"1727175045","39"
"1726717245","122"
"1725847845","183"
"1726988445","275"
"1725745849","106"
"1726347045","73"
"1726573846","25"
"1726779345","59"
"1725709845","153"
"1726721145","117"
"1726350045","83"
"1726740946","41"
"1726844745","38"
"1725798045","101"
"1726610745","60"
"1727181045","35"
"1726543545","58"
"1726212045","138"
"1726235745","50"
"1726944945","108"
"1726498545","43"
"1725991845","34"
"1725664545","127"
"1725921045","106"
"1725860145","133"
"1727047545","175"
"1726173045","49"
"1725987645","32"
"1726589745","28"
"1726210245","129"
"1725792345","127"
"1725675045","239"
"1727050245","175"
"1726719645","119"
"1726990845","258"
"1725790545","143"
"1726848045","39"
"1726658745","30"
"1726941646","90"
"1726272045","177"
"1726177545","59"
"1725786345","167"
"1726507545","35"
"1726450545","113"
"1726788945","95"
"1725828045","118"
"1726356345","103"
"1725912045","59"
"1726813246","126"
"1726518945","52"
"1727167845","44"
"1726421445","65"
"1726526445","72"
"1727111446","48"
"1726992045","254"
"1725878745","65"
"1726916745","182"
"1727022345","74"
"1725981345","30"
"1727143245","77"
"1727237745","66"
"1726915246","195"
"1726861845","67"
"1726788345","92"
"1725943545","97"
"1726149345","33"
"1725708045","157"
"1726890345","360"
"1726701345","107"
"1725795945","105"
"1727023246","76"
"1726380945","191"
"1726518345","50"
"1727034946","95"
"1727238945","69"
"1726570545","27"
"1726863045","74"
"1726157745","32"
"1725761145","168"
"1725986445","31"
"1727101545","56"
"1725957645","68"
"1726677046","29"
"1726176045","56"
"1726531845","65"
"1726613745","62"
"1726050945","36"
"1727237145","66"
"1727166645","48"
"1726308345","177"
"1726465546","108"
"1726564545","36"
"1727008545","110"
"1727126446","72"
"1725697845","248"
"1727116245","53"
"1725730545","61"
"1726708245","108"
"1726061145","33"
"1725841245","206"
"1726222545","86"
"1726417245","57"
"1726006845","72"
"1726718446","118"
"1726868445","84"
"1726396848","126"
"1725987045","31"
"1726979746","246"
"1725771345","211"
"1726119945","77"
"1725807945","78"
"1726426845","73"
"1725813645","70"
"1726374945","185"
"1725932445","93"
"1725780946","211"
"1725738045","74"
"1727223645","72"
"1726481145","57"
"1726663245","28"
"1725695445","287"
"1726718145","121"
"1725662145","112"
"1725966645","46"
"1726161945","37"
"1726293345","366"
"1725753345","124"
"1726344346","75"
"1725716445","109"
"1727208646","53"
"1727100045","59"
"1726515345","45"
"1726948845","117"
"1726823445","68"
"1726052745","34"
"1726467345","106"
"1727063446","140"
"1726760745","27"
"1726004145","66"
"1727202045","42"
"1727180745","35"
"1726525245","69"
"1725869446","97"
"1726273245","184"
"1726611945","63"
"1726073745","38"
"1726743345","40"
"1726698945","93"
"1726713646","117"
"1726642545","40"
"1725899145","50"
"1726795245","116"
"1727082645","106"
"1727131245","86"
"1726245045","46"
"1725780345","212"
"1726904145","322"
"1726818645","103"
"1726492846","44"
"1726210545","131"
"1726497045","41"
"1727147145","73"
"1725953145","84"
"1726200945","153"
"1726725945","89"
"1726971345","176"
"1726862445","69"
"1725900645","49"
"1725835545","166"
"1726956646","127"
"1725672645","211"
"1726002345","54"
"1726903245","317"
"1726978845","236"
"1727264746","30"
"1727176846","35"
"1726561845","47"
"1726478146","70"
"1726863945","74"
"1726281045","264"
"1726594545","30"
"1725864645","109"
"1726763149","28"
"1725698145","246"
"1725685245","370"
"1726430145","78"
"1725841545","206"
"1726077046","41"
"1727066145","148"
"1725671145","187"
"1726808145","138"
"1726423845","67"
"1726294545","358"
"1726246845","47"
"1726224946","73"
"1727104845","50"
"1725769845","211"
"1727141145","82"
"1726237845","49"
"1726635645","48"
"1726792845","105"
"1727097645","58"
"1726596945","30"
"1725927345","111"
"1726474545","83"
"1727112045","50"
"1726967145","157"
"1725767745","215"
"1726377945","187"
"1727229045","78"
"1727233246","73"
"1727102445","57"
"1726251945","46"
"1726147849","33"
"1727085045","95"
"1725831945","151"
"1726041346","53"
"1726119645","77"
"1726066545","32"
"1725906345","45"
"1727049945","179"
"1727108446","45"
"1725849045","180"
"1725894345","44"
"1727083245","104"
"1725692145","343"
"1727020845","76"
"1725744045","101"
"1726751145","30"
"1727076645","134"
"1726014345","82"
"1726736145","52"
"1726328745","63"
"1726087545","77"
"1725805545","75"
"1727007045","116"
"1725757246","151"
"1726120245","75"
"1726597245","31"
"1726258845","78"
"1726953345","133"
"1726578345","23"
"1726582845","24"
"1726054846","38"
"1727244645","60"
"1727021445","77"
"1727252445","44"
"1726521646","62"
"1726855250","47"
"1726096545","102"
"1726688745","44"
"1726605345","50"
"1726823145","77"
"1727214946","68"
"1727178345","35"
"1726205145","157"
"1726675246","29"
"1727181945","37"
"1726714845","122"
"1726035045","58"
"1726571145","27"
"1727156146","59"
"1725740745","84"
"1726851645","43"
"1725817545","74"
"1726360245","112"
"1727018445","80"
"1727100346","57"
"1727190946","37"
"1726051549","36"
"1726669845","30"
"1726257645","72"
"1726905345","297"
"1726985745","276"
"1726277745","235"
"1726344045","74"
"1727254845","39"
"1726402845","100"
"1726534245","64"
"1726727746","80"
"1725681945","379"
"1725911445","60"
"1726398045","125"
"1726349745","84"
"1725805845","74"
"1726288845","383"
"1726949745","117"
"1726509045","37"
"1725897045","48"
"1726237246","49"
"1726507845","35"
"1727218245","74"
"1726861246","58"
"1726939545","91"
"1726971945","177"
"1725884145","56"
"1726130745","50"
"1727207745","50"
"1726314345","119"
"1725738945","75"
"1726175145","50"
"1727057145","151"
"1726200045","145"
"1726488045","45"
"1726159545","36"
"1726602945","39"
"1726745745","37"
"1726723545","112"
"1726264245","113"
"1726888245","335"
"1726036546","56"
"1725773445","209"
"1726142745","34"
"1726087246","72"
"1725738645","75"
"1726740046","42"
"1726548345","49"
"1726221345","91"
"1726530946","62"
"1726524945","69"
"1726469145","101"
"1726890645","368"
"1725798345","99"
"1726566045","30"
"1726632045","56"
"1726949445","116"
"1726703746","109"
"1726096845","104"
"1726085145","62"
"1726727145","81"
"1726626045","49"
"1727252145","45"
"1726231845","57"
"1726003545","62"
"1726850446","41"
"1726837545","41"
"1726169145","41"
"1726786245","88"
"1725831045","146"
"1726958445","121"
"1726468846","99"
"1726692945","62"
"1726000845","46"
"1725912645","62"
"1725887746","48"
"1726849545","41"
"1726248945","44"
"1727149246","64"
"1726977645","236"
"1725707745","157"
"1726140345","38"
"1726308645","174"
"1726071646","36"
"1726125945","61"
"1726164045","37"
"1725776445","217"
"1726287345","374"
"1726933545","94"
"1726039545","56"
"1726351845","89"
"1725943245","99"
"1726677945","30"
"1725882945","58"
"1726863346","76"
"1725727545","62"
"1726604145","43"
"1726749945","32"
"1726567545","27"
"1727241345","64"
"1726238145","48"
"1725670245","174"
"1725757846","155"
"1726372845","188"
"1725775846","211"
"1726449945","120"
"1726692645","60"
"1726191945","117"
"1725762345","181"
"1726908046","253"
"1726098945","114"
"1726523146","63"
"1726263945","110"
"1726206945","143"
"1726736445","50"
"1726965046","142"
"1725793845","121"
"1726070146","35"
"1726994746","228"
"1725781845","205"
"1727048745","179"
"1726890945","373"
"1726722645","117"
"1725721245","90"
"1726487145","46"
"1726577445","24"
"1727037645","118"
"1726298145","327"
"1726391445","149"
"1726920046","145"
"1726643745","38"
"1725754845","131"
"1725806145","74"
"1727173245","41"
"1726523745","64"
"1726571745","27"
"1726526145","73"
"1725677145","293"
"1726219845","94"
"1726065345","33"
"1725980146","30"
"1726499145","42"
"1726470345","94"
"1726369245","161"
"1727004945","134"
"1726191045","109"
"1726913746","201"
"1726678245","30"
"1726899645","365"
"1726374645","186"
"1725727845","59"
"1726301445","295"
"1727016945","85"
"1726921845","133"
"1726024546","64"
"1727231745","74"
"1726924246","120"
"1726082745","54"
"1726969845","171"
"1727242245","63"
"1726012545","77"
"1726095045","99"
"1726732846","57"
"1726352745","90"
"1727161246","49"
"1726497945","42"
"1725724245","74"
"1726324845","77"
"1726796146","117"
"1727015445","85"
"1727180145","35"
"1726727445","80"
"1726113045","111"
"1727033445","87"
"1726117545","92"
"1726137945","40"
"1726470945","93"
"1726122645","72"
"1725691545","345"
"1725890745","47"
"1726101045","110"
"1726312845","125"
"1725869745","96"
"1726302045","293"
"1726111845","109"
"1726444846","144"
"1725901245","49"
"1726160145","37"
"1726931749","99"
"1727159746","52"
"1727176545","36"
"1725963345","49"
"1726300545","309"
"1726677346","29"
"1727173845","39"
"1727166945","45"
"1727197845","38"
"1726575345","25"
"1726020045","65"
"1726367145","143"
"1727151945","62"
"1726138245","40"
"1726052445","33"
"1726320945","91"
"1726361145","113"
"1725734445","68"
"1725956745","72"
"1727106045","48"
"1726277445","232"
"1727199945","37"
"1726685745","41"
"1726667145","28"
"1726215345","122"
"1726515045","44"
"1726023247","70"
"1725804345","78"
"1726440045","147"
"1726401045","103"
"1726878350","155"
"1727001045","178"
"1726926345","113"
"1726162545","38"
"1727198745","38"
"1726609845","55"
"1726326645","66"
"1726415445","56"
"1725715545","113"
"1726574149","25"
"1726670145","30"
"1726798123","114"
"1727017545","83"
"1726173346","49"
"1725816649","74"
"1726183245","84"
"1726287645","376"
"1725798945","94"
"1727216145","72"
"1726494046","45"
"1725948945","91"
"1725855945","147"
"1726225245","73"
"1726992645","249"
"1725932745","95"
"1725820545","88"
"1727254545","40"
"1726053945","37"
"1727106645","50"
"1726160445","36"
"1726032945","63"
"1727119245","60"
"1725921945","109"
"1725997845","37"
"1727178646","35"
"1726044345","44"
"1726442445","149"
"1727185845","35"
"1725919245","94"
"1725794745","110"
"1726967745","157"
"1725957045","69"
"1726025745","68"
"1726259745","75"
"1726410645","65"
"1726170045","45"
"1726006545","73"
"1726831845","45"
"1727082046","113"
"1726556745","54"
"1727153145","59"
"1727098245","60"
"1727006745","117"
"1725991546","35"
"1725881745","59"
"1727275545","21"
"1726541445","54"
"1725818145","74"
"1725920445","103"
"1725831646","148"
"1726779945","62"
"1727111745","49"
"1727099145","59"
"1726984245","276"
"1726895145","383"
"1725851145","173"
"1726582246","24"
"1727053845","171"
"1725875145","81"
"1726280445","261"
"1725809145","71"
"1726659345","31"
"1726135845","41"
"1726668045","28"
"1726021846","70"
"1726512345","39"
"1725871545","93"
"1725944445","96"
"1726575045","24"
"1726083950","56"
"1726251045","46"
"1725706545","164"
"1727157346","55"
"1726247745","45"
"1726211445","135"
"1725818745","75"
"1725885045","55"
"1726216245","112"
"1725904845","48"
"1726284345","358"
"1727124345","69"
"1725896145","48"
"1726551645","54"
"1726056045","37"
"1727055646","157"
"1727174446","39"
"1727155846","59"
"1725719145","96"
"1726843546","37"
"1727005245","129"
"1726821048","86"
"1725780045","216"
"1726748745","34"
"1726129245","54"
"1726017645","77"
"1727228445","76"
"1726782046","67"
"1726089045","81"
"1726383345","195"
"1726124445","73"
"1726702846","108"
"1726007445","73"
"1725983745","27"
"1727133345","80"
"1726795910","115"
"1726117845","90"
"1726370745","178"
"1726288245","382"
"1727070648","161"
"1725794445","113"
"1726005945","72"
"1726921245","136"
"1726370145","170"
"1726534845","64"
"1725887145","50"
"1726055145","38"
"1727079645","124"
"1726320650","91"
"1726843245","37"
"1726752045","29"
"1726281945","303"
"1726172745","49"
"1726080945","46"
"1725768345","209"
"1725846345","202"
"1726891545","377"
"1725881445","59"
"1726689045","45"
"1726734945","55"
"1726743945","39"
"1726960845","132"
"1726495249","44"
"1727024745","77"
"1725856845","143"
"1726485645","45"
"1725940245","94"
"1727105445","48"
"1726700446","105"
"1726046745","40"
"1725929745","96"
"1726072245","35"
"1726090845","76"
"1726434345","107"
"1726834245","42"
"1726559145","54"
"1726479946","63"
"1726662945","29"
"1726015245","78"
"1726698349","90"
"1727268945","24"
"1726214445","130"
"1726186845","95"
"1726659646","31"
"1725677745","309"
"1725892245","45"
"1726563045","45"
"1725914445","70"
"1726598745","33"
"1726665950","29"
"1726986045","277"
"1726380645","192"
"1725919545","96"
"1726657245","29"
"1725664845","129"
"1726492545","44"
"1725827745","117"
"1726924545","118"
"1726149945","32"
"1726682745","36"
"1727142945","79"
"1726565145","36"
"1726505746","35"
"1725946545","93"
"1727204146","43"
"1726395345","135"
"1727117749","52"
"1726068645","32"
"1726314645","117"
"1725762645","180"
"1726527945","71"
"1725981045","30"
"1726412145","60"
"1726354245","93"
"1726299645","322"
"1726146046","33"
"1727037945","120"
"1726206045","148"
"1726886145","255"
"1726185945","90"
"1727094345","67"
"1725832845","161"
"1726752945","28"
"1727097946","59"
"1725877846","67"
"1725690045","360"
"1727097046","59"
"1725778245","221"
"1726527645","72"
"1726913145","207"
"1725768045","215"
"1727009746","109"
"1726057545","35"
"1725974145","35"
"1725725145","70"
"1726094745","97"
"1725954946","78"
"1726427446","75"
"1726590345","27"
"1725939345","95"
"1726657545","29"
"1726714245","117"
"1726897246","383"
"1726004445","66"
"1726536346","63"
"1725779145","215"
"1725896446","47"
"1727045445","167"
"1725924045","110"
"1726412749","61"
"1726521945","62"
"1727246145","59"
"1726218045","102"
"1726655745","30"
"1726824045","66"
"1727046345","171"
"1727264446","30"
"1726608945","57"
"1727010046","107"
"1726806345","135"
"1726618549","58"
"1726281645","287"
"1726481445","57"
"1726659945","29"
"1725851745","172"
"1726642246","40"
"1725936645","96"
"1727127646","78"
"1726868745","84"
"1726229445","64"
"1726632945","56"
"1726874745","130"
"1727106945","46"
"1726622145","54"
"1727186145","34"
"1726083345","57"
"1726801845","119"
"1726528845","69"
"1726873845","120"
"1726471245","93"
"1726485946","46"
"1726620945","56"
"1726013749","81"
"1725774045","213"
"1726542945","56"
"1726711545","116"
"1726075849","41"
"1726751445","30"
"1726150545","33"
"1725970245","39"
"1726351545","87"
"1726804846","138"
"1725713145","125"
"1726774545","46"
"1727046945","171"
"1726097745","105"
"1726651245","36"
"1725795045","110"
"1727212545","65"
"1726600245","34"
"1725873345","94"
"1726019145","71"
"1726176645","61"
"1726252549","47"
"1726711246","119"
"1726881345","184"
"1726815346","120"
"1726384845","185"
"1726641645","41"
"1727234145","73"
"1726486845","46"
"1726608345","55"
"1726887945","329"
"1726218345","104"
"1725947145","93"
"1726127145","59"
"1726034745","59"
"1727232346","75"
"1725669045","156"
"1726104345","102"
"1727210145","59"
"1726594245","30"
"1726029945","67"
"1726728045","80"
"1726520446","58"
"1726748445","34"
"1726369845","172"
"1726686645","41"
"1727008845","115"
"1727213445","65"
"1726783545","74"
"1727158845","53"
"1725988845","34"
"1726732545","58"
"1725922246","108"
"1725984945","32"
"1726338345","74"
"1726500645","41"
"1725859545","136"
"1726406745","79"
"1727142345","78"
"1726920645","141"
"1725827145","115"
"1725777945","218"
"1727110245","46"
"1726687545","40"
"1726313445","123"
"1726763745","28"
"1727052646","175"
"1726611345","61"
"1726075545","41"
"1726187445","100"
"1726562445","47"
"1726276545","225"
"1726573245","25"
"1726372245","188"
"1726900545","362"
"1726778745","57"
"1727092246","71"
"1726861545","62"
"1726804545","135"
"1725887445","49"
"1726592745","31"
"1727273445","21"
"1726355445","98"
"1727162445","52"
"1726557345","53"
"1726884945","225"
"1726461949","105"
"1727187645","35"
"1726746345","37"
"1726022745","69"
"1726650045","37"
"1726415745","57"
"1726128345","57"
"1726968345","156"
"1726953046","132"
"1726061745","32"
"1726579845","24"
"1726559446","52"
"1725710145","151"
"1726918246","159"
"1725966945","46"
"1726180245","66"
"1726152046","33"
"1726735845","54"
"1726478445","69"
"1727005545","127"
"1725906045","44"
"1727117446","51"
"1726129545","53"
"1727013945","87"
"1727069145","157"
"1725893445","47"
"1725705645","170"
"1726177245","58"
"1726579245","24"
"1726522845","60"
"1726057245","36"
"1726339245","76"
"1726926945","114"
"1726996245","219"
"1725776145","215"
"1726511745","39"
"1726816245","116"
"1727182545","37"
"1725895245","45"
"1726458045","107"
"1725703245","189"
"1726477545","74"
"1726200645","152"
"1726529745","67"
"1726605945","48"
"1725728745","58"
"1727089846","79"
"1726780545","63"
"1726040145","56"
"1725910245","51"
"1725801045","81"
"1727201445","40"
"1726088145","82"
"1726582545","24"
"1726341645","83"
"1726493445","44"
"1726995945","220"
"1726868145","84"
"1726550745","51"
"1726901746","340"
"1725866745","105"
"1726458345","107"
"1726346745","71"
"1725902145","48"
"1725705945","168"
"1726331745","59"
"1725862545","122"
"1726593345","31"
"1726098645","108"
"1727271045","22"
